Prepared 2024-01-16 21:28
Chromosome	Arm	Band	Abnormality	 
11	q	23	inv(11)(p15q23)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	p	15	inv(11)(p15q23)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	23	inv(11)(p15q23)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	p	15	inv(11)(p15q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	23	inv(11)(p15q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	p	15	inv(11)(p15q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	23	inv(11)(p15q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	12	inv(11)(q12q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	23	inv(11)(q12q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	13	inv(11)(q13q23)	 Acute myeloid leukemia, NOS
11	q	23	inv(11)(q13q23)	 Acute myeloid leukemia, NOS
11	q	21	inv(11)(q21q23)	 Acute myeloid leukemia, NOS
11	q	23	inv(11)(q21q23)	 Acute myeloid leukemia, NOS
11	q	21	inv(11)(q21q23)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	23	inv(11)(q21q23)	 Acute megakaryoblastic leukemia (FAB type M7)
11	q	21	inv(11)(q21q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	23	inv(11)(q21q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	21	inv(11)(q21q25)	 Adenocarcinoma
11	q	25	inv(11)(q21q25)	 Adenocarcinoma
12	p	11	inv(12)(p11q11)	 Multiple myeloma
12	q	11	inv(12)(p11q11)	 Multiple myeloma
12	p	11	inv(12)(p11q13)	 Acute myeloid leukemia, NOS
12	q	13	inv(12)(p11q13)	 Acute myeloid leukemia, NOS
12	p	11	inv(12)(p11q15)	 Lipoma
12	q	15	inv(12)(p11q15)	 Lipoma
12	p	11	inv(12)(p11q15)	 Chondroid hamartoma
12	q	15	inv(12)(p11q15)	 Chondroid hamartoma
12	p	12	inv(12)(p12q14)	 Lipoma
12	q	14	inv(12)(p12q14)	 Lipoma
12	p	13	inv(12)(p13q13)	 Chronic lymphocytic leukemia
12	q	13	inv(12)(p13q13)	 Chronic lymphocytic leukemia
12	p	13	inv(12)(p13q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	q	22	inv(12)(p13q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	inv(12)(p13q24)	 Acute myeloblastic leukemia with maturation (FAB type M2)
12	q	24	inv(12)(p13q24)	 Acute myeloblastic leukemia with maturation (FAB type M2)
12	p	13	inv(12)(p13q24)	 Refractory anemia with excess of blasts (FAB)
12	q	24	inv(12)(p13q24)	 Refractory anemia with excess of blasts (FAB)
12	q	13	inv(12)(q13q15)	 Acute myeloid leukemia, NOS
12	q	15	inv(12)(q13q15)	 Acute myeloid leukemia, NOS
12	q	14	inv(12)(q14q24)	 Lipoma
12	q	24	inv(12)(q14q24)	 Lipoma
12	q	15	inv(12)(q15q22)	 Chondroid hamartoma
12	q	22	inv(12)(q15q22)	 Chondroid hamartoma
12	q	15	inv(12)(q15q24)	 Refractory anemia
12	q	24	inv(12)(q15q24)	 Refractory anemia
12	q	15	inv(12)(q15q24)	 Adenoma
12	q	24	inv(12)(q15q24)	 Adenoma
12	q	15	inv(12)(q15q24)	 Lipoma
12	q	24	inv(12)(q15q24)	 Lipoma
12	q	15	inv(12)(q15q24)	 Leiomyoma
12	q	24	inv(12)(q15q24)	 Leiomyoma
14	q	11	inv(14)(q11q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	32	inv(14)(q11q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	11	inv(14)(q11q32)	 Mature B-cell neoplasm, NOS
14	q	32	inv(14)(q11q32)	 Mature B-cell neoplasm, NOS
14	q	11	inv(14)(q11q32)	 Chronic lymphocytic leukemia
14	q	32	inv(14)(q11q32)	 Chronic lymphocytic leukemia
14	q	11	inv(14)(q11q32)	 Mature T- and NK-cell neoplasm, NOS
14	q	32	inv(14)(q11q32)	 Mature T- and NK-cell neoplasm, NOS
14	q	11	inv(14)(q11q32)	 T-prolymphocytic leukemia
14	q	32	inv(14)(q11q32)	 T-prolymphocytic leukemia
14	q	11	inv(14)(q11q32)	 Mycosis fungoides/Sézary syndrome
14	q	32	inv(14)(q11q32)	 Mycosis fungoides/Sézary syndrome
14	q	11	inv(14)(q11q32)	 Angioimmunoblastic T-cell lymphoma
14	q	32	inv(14)(q11q32)	 Angioimmunoblastic T-cell lymphoma
14	q	11	inv(14)(q11q32)	 Adult T-cell lymphoma/leukemia (HTLV-)
14	q	32	inv(14)(q11q32)	 Adult T-cell lymphoma/leukemia (HTLV-)
14	q	22	inv(14)(q22q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	24	inv(14)(q22q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
16	p	11	inv(16)(p11q24)	 Acute myeloid leukemia, NOS
16	q	24	inv(16)(p11q24)	 Acute myeloid leukemia, NOS
16	p	12	inv(16)(p12q13)	 Acute myelomonocytic leukemia (FAB type M4)
16	q	13	inv(16)(p12q13)	 Acute myelomonocytic leukemia (FAB type M4)
16	p	13	inv(16)(p13q13)	 Acute myelomonocytic leukemia (FAB type M4)
16	q	13	inv(16)(p13q13)	 Acute myelomonocytic leukemia (FAB type M4)
16	p	13	inv(16)(p13q22)	 Bilineage or biphenotypic leukemia
16	q	22	inv(16)(p13q22)	 Bilineage or biphenotypic leukemia
16	p	13	inv(16)(p13q22)	 Acute myeloid leukemia, NOS
16	q	22	inv(16)(p13q22)	 Acute myeloid leukemia, NOS
16	p	13	inv(16)(p13q22)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
16	q	22	inv(16)(p13q22)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
16	p	13	inv(16)(p13q22)	 Acute myeloblastic leukemia without maturation (FAB type M1)
16	q	22	inv(16)(p13q22)	 Acute myeloblastic leukemia without maturation (FAB type M1)
16	p	13	inv(16)(p13q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
16	q	22	inv(16)(p13q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
16	p	13	inv(16)(p13q22)	 Acute promyelocytic leukemia (FAB type M3)
16	q	22	inv(16)(p13q22)	 Acute promyelocytic leukemia (FAB type M3)
16	p	13	inv(16)(p13q22)	 Acute myelomonocytic leukemia (FAB type M4)
16	q	22	inv(16)(p13q22)	 Acute myelomonocytic leukemia (FAB type M4)
16	p	13	inv(16)(p13q22)	 Acute monoblastic leukemia (FAB type M5)
16	q	22	inv(16)(p13q22)	 Acute monoblastic leukemia (FAB type M5)
16	p	13	inv(16)(p13q22)	 Acute monoblastic leukemia without differentiation (FAB type M5a)
16	q	22	inv(16)(p13q22)	 Acute monoblastic leukemia without differentiation (FAB type M5a)
16	p	13	inv(16)(p13q22)	 Acute monoblastic leukemia with differentiation (FAB type M5b)
16	q	22	inv(16)(p13q22)	 Acute monoblastic leukemia with differentiation (FAB type M5b)
16	p	13	inv(16)(p13q22)	 Acute erythroleukemia (FAB type M6)
16	q	22	inv(16)(p13q22)	 Acute erythroleukemia (FAB type M6)
16	p	13	inv(16)(p13q22)	 Acute megakaryoblastic leukemia (FAB type M7)
16	q	22	inv(16)(p13q22)	 Acute megakaryoblastic leukemia (FAB type M7)
16	p	13	inv(16)(p13q22)	 Chronic myeloid leukemia, t(9;22)
16	q	22	inv(16)(p13q22)	 Chronic myeloid leukemia, t(9;22)
16	p	13	inv(16)(p13q22)	 Myelodysplastic syndrome, NOS
16	q	22	inv(16)(p13q22)	 Myelodysplastic syndrome, NOS
16	p	13	inv(16)(p13q22)	 Refractory anemia with ringed sideroblasts
16	q	22	inv(16)(p13q22)	 Refractory anemia with ringed sideroblasts
16	p	13	inv(16)(p13q22)	 Refractory anemia with excess blasts-2
16	q	22	inv(16)(p13q22)	 Refractory anemia with excess blasts-2
16	p	13	inv(16)(p13q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
16	q	22	inv(16)(p13q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
16	p	13	inv(16)(p13q22)	 Adenocarcinoma
16	q	22	inv(16)(p13q22)	 Adenocarcinoma
16	p	13	inv(16)(p13q22)	 Adenocarcinoma
16	q	22	inv(16)(p13q22)	 Adenocarcinoma
16	p	13	inv(16)(p13q22)ort(16;16)(p13;q22)	 Acute myeloid leukemia, NOS
16	q	22	inv(16)(p13q22)ort(16;16)(p13;q22)	 Acute myeloid leukemia, NOS
16	p	13	inv(16)(p13q22)ort(16;16)(p13;q22)	 Acute myeloid leukemia, NOS
16	q	22	inv(16)(p13q22)ort(16;16)(p13;q22)	 Acute myeloid leukemia, NOS
16	p	13	inv(16)(p13q24)	 Acute megakaryoblastic leukemia (FAB type M7)
16	q	24	inv(16)(p13q24)	 Acute megakaryoblastic leukemia (FAB type M7)
17	p	11	inv(17)(p11q25)	 Acute myeloid leukemia, NOS
17	q	25	inv(17)(p11q25)	 Acute myeloid leukemia, NOS
18	p	11	inv(18)(p11q21)	 Acute myeloid leukemia, NOS
18	q	21	inv(18)(p11q21)	 Acute myeloid leukemia, NOS
19	p	13	inv(19)(p13q13)	 Hairy cell leukemia
19	q	13	inv(19)(p13q13)	 Hairy cell leukemia
19	p	13	inv(19)(p13q13)	 Astrocytoma, grade III-IV/Glioblastoma
19	q	13	inv(19)(p13q13)	 Astrocytoma, grade III-IV/Glioblastoma
20	p	11	inv(20)(p11q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
20	q	13	inv(20)(p11q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
X	p	21	inv(X)(p21q12)	 Acute erythroleukemia (FAB type M6)
X	q	12	inv(X)(p21q12)	 Acute erythroleukemia (FAB type M6)
X	p	22	inv(X)(p22q13)	 Leiomyoma
X	q	13	inv(X)(p22q13)	 Leiomyoma
1	p	32	t(1;1)(p32;q21)	 Follicular lymphoma
1	q	21	t(1;1)(p32;q21)	 Follicular lymphoma
1	p	36	t(1;1)(p36;q25)	 Diffuse large B-cell lymphoma
1	q	25	t(1;1)(p36;q25)	 Diffuse large B-cell lymphoma
1	p	13	t(1;2)(p13;q37)	 Localized giant cell tumor of tendon sheath
2	q	37	t(1;2)(p13;q37)	 Localized giant cell tumor of tendon sheath
1	p	22	t(1;2)(p22;q21)	 Squamous cell carcinoma
2	q	21	t(1;2)(p22;q21)	 Squamous cell carcinoma
1	p	22	t(1;2)(p22;q31)	 Synovial sarcoma
2	q	31	t(1;2)(p22;q31)	 Synovial sarcoma
1	p	34	t(1;2)(p34;p21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
2	p	21	t(1;2)(p34;p21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	36	t(1;2)(p36;p21)	 Acute myeloid leukemia, NOS
2	p	21	t(1;2)(p36;p21)	 Acute myeloid leukemia, NOS
1	p	36	t(1;2)(p36;p24)	 Leiomyoma
2	p	24	t(1;2)(p36;p24)	 Leiomyoma
1	q	21	t(1;2)(q21;p13)	 Acute myeloid leukemia, NOS
2	p	13	t(1;2)(q21;p13)	 Acute myeloid leukemia, NOS
1	q	21	t(1;2)(q21;q37)	 Acute myeloid leukemia, NOS
2	q	37	t(1;2)(q21;q37)	 Acute myeloid leukemia, NOS
1	q	25	t(1;2)(q25;p23)	 Anaplastic large cell lymphoma, systemic type
2	p	23	t(1;2)(q25;p23)	 Anaplastic large cell lymphoma, systemic type
1	q	32	t(1;2)(q32;q32)	 Splenic marginal zone B-cell lymphoma
2	q	32	t(1;2)(q32;q32)	 Splenic marginal zone B-cell lymphoma
1	p	13	t(1;3)(p13;p21)	 Juvenile myelomonocytic leukemia
3	p	21	t(1;3)(p13;p21)	 Juvenile myelomonocytic leukemia
1	p	22	t(1;3)(p22;q26)	 Acute myeloid leukemia, NOS
3	q	26	t(1;3)(p22;q26)	 Acute myeloid leukemia, NOS
1	p	31	t(1;3)(p31;q21)	 Multiple myeloma
3	q	21	t(1;3)(p31;q21)	 Multiple myeloma
1	p	34	t(1;3)(p34;p21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
3	p	21	t(1;3)(p34;p21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	34	t(1;3)(p34;q27)	 Diffuse large B-cell lymphoma
3	q	27	t(1;3)(p34;q27)	 Diffuse large B-cell lymphoma
1	p	36	t(1;3)(p36;p21)	 Chronic myeloid leukemia, t(9;22)
3	p	21	t(1;3)(p36;p21)	 Chronic myeloid leukemia, t(9;22)
1	p	36	t(1;3)(p36;p21)	 Myelodysplastic syndrome, NOS
3	p	21	t(1;3)(p36;p21)	 Myelodysplastic syndrome, NOS
1	p	36	t(1;3)(p36;p21)	 Refractory anemia with excess of blasts (FAB)
3	p	21	t(1;3)(p36;p21)	 Refractory anemia with excess of blasts (FAB)
1	p	36	t(1;3)(p36;p21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
3	p	21	t(1;3)(p36;p21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	36	t(1;3)(p36;p21)	 Follicular lymphoma
3	p	21	t(1;3)(p36;p21)	 Follicular lymphoma
1	p	36	t(1;3)(p36;q21)	 Acute myeloid leukemia, NOS
3	q	21	t(1;3)(p36;q21)	 Acute myeloid leukemia, NOS
1	p	36	t(1;3)(p36;q21)	 Acute myeloblastic leukemia without maturation (FAB type M1)
3	q	21	t(1;3)(p36;q21)	 Acute myeloblastic leukemia without maturation (FAB type M1)
1	p	36	t(1;3)(p36;q21)	 Acute myeloblastic leukemia with maturation (FAB type M2)
3	q	21	t(1;3)(p36;q21)	 Acute myeloblastic leukemia with maturation (FAB type M2)
1	p	36	t(1;3)(p36;q21)	 Acute promyelocytic leukemia (FAB type M3)
3	q	21	t(1;3)(p36;q21)	 Acute promyelocytic leukemia (FAB type M3)
1	p	36	t(1;3)(p36;q21)	 Acute myelomonocytic leukemia (FAB type M4)
3	q	21	t(1;3)(p36;q21)	 Acute myelomonocytic leukemia (FAB type M4)
1	p	36	t(1;3)(p36;q21)	 Acute monoblastic leukemia (FAB type M5)
3	q	21	t(1;3)(p36;q21)	 Acute monoblastic leukemia (FAB type M5)
1	p	36	t(1;3)(p36;q21)	 Acute erythroleukemia (FAB type M6)
3	q	21	t(1;3)(p36;q21)	 Acute erythroleukemia (FAB type M6)
1	p	36	t(1;3)(p36;q21)	 Chronic myelomonocytic leukemia
3	q	21	t(1;3)(p36;q21)	 Chronic myelomonocytic leukemia
1	p	36	t(1;3)(p36;q21)	 Myelodysplastic syndrome, NOS
3	q	21	t(1;3)(p36;q21)	 Myelodysplastic syndrome, NOS
1	p	36	t(1;3)(p36;q21)	 Refractory anemia with ringed sideroblasts
3	q	21	t(1;3)(p36;q21)	 Refractory anemia with ringed sideroblasts
1	p	36	t(1;3)(p36;q21)	 Refractory anemia with excess of blasts (FAB)
3	q	21	t(1;3)(p36;q21)	 Refractory anemia with excess of blasts (FAB)
1	p	36	t(1;3)(p36;q21)	 Refractory cytopenia with multilineage dysplasia
3	q	21	t(1;3)(p36;q21)	 Refractory cytopenia with multilineage dysplasia
1	p	36	t(1;3)(p36;q21)	 Refractory anemia with excess blasts-2
3	q	21	t(1;3)(p36;q21)	 Refractory anemia with excess blasts-2
1	p	36	t(1;3)(p36;q22)	 Acute myeloid leukemia, NOS
3	q	22	t(1;3)(p36;q22)	 Acute myeloid leukemia, NOS
1	p	36	t(1;3)(p36;q25)	 Epithelioid hemangioendothelioma
3	q	25	t(1;3)(p36;q25)	 Epithelioid hemangioendothelioma
1	q	21	t(1;3)(q21;p23)	 Chronic lymphocytic leukemia
3	p	23	t(1;3)(q21;p23)	 Chronic lymphocytic leukemia
1	q	25	t(1;3)(q25;q27)	 Diffuse large B-cell lymphoma
3	q	27	t(1;3)(q25;q27)	 Diffuse large B-cell lymphoma
1	p	12	t(1;4)(p12;p16)	 Chronic lymphocytic leukemia
4	p	16	t(1;4)(p12;p16)	 Chronic lymphocytic leukemia
1	p	32	t(1;4)(p32;p12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
4	p	12	t(1;4)(p32;p12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	42	t(1;4)(q42;q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
4	q	22	t(1;4)(q42;q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	32	t(1;5)(p32;q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
5	q	31	t(1;5)(p32;q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	t(1;5)(q21;q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
5	q	31	t(1;5)(q21;q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	23	t(1;5)(q23;q33)	 Chronic myeloproliferative disorder, NOS
5	q	33	t(1;5)(q23;q33)	 Chronic myeloproliferative disorder, NOS
1	p	32	t(1;6)(p32;p21)	 Lipoma
6	p	21	t(1;6)(p32;p21)	 Lipoma
1	p	32	t(1;6)(p32;p21)	 Meningioma
6	p	21	t(1;6)(p32;p21)	 Meningioma
1	p	35	t(1;6)(p35;p25)	 Chronic lymphocytic leukemia
6	p	25	t(1;6)(p35;p25)	 Chronic lymphocytic leukemia
1	p	36	t(1;6)(p36;p21)	 Chronic lymphocytic leukemia
6	p	21	t(1;6)(p36;p21)	 Chronic lymphocytic leukemia
1	p	36	t(1;6)(p36;p23)	 Chronic lymphocytic leukemia
6	p	23	t(1;6)(p36;p23)	 Chronic lymphocytic leukemia
1	p	36	t(1;6)(p36;q25)	 Lipoma
6	q	25	t(1;6)(p36;q25)	 Lipoma
1	q	11	t(1;6)(q11;q11)	 Malignant melanoma
6	q	11	t(1;6)(q11;q11)	 Malignant melanoma
1	p	11	t(1;7)(p11;p11)	 Acute myeloid leukemia, NOS
7	p	11	t(1;7)(p11;p11)	 Acute myeloid leukemia, NOS
1	p	11	t(1;7)(p11;p11)	 Acute myelomonocytic leukemia (FAB type M4)
7	p	11	t(1;7)(p11;p11)	 Acute myelomonocytic leukemia (FAB type M4)
1	p	11	t(1;7)(p11;p11)	 Refractory anemia
7	p	11	t(1;7)(p11;p11)	 Refractory anemia
1	p	11	t(1;7)(p11;q11)	 Meningioma
7	q	11	t(1;7)(p11;q11)	 Meningioma
1	p	13	t(1;7)(p13;q33)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	33	t(1;7)(p13;q33)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	34	t(1;7)(p34;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	34	t(1;7)(p34;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	36	t(1;7)(p36;q22)	 Chronic myeloid leukemia, t(9;22)
7	q	22	t(1;7)(p36;q22)	 Chronic myeloid leukemia, t(9;22)
1	p	36	t(1;7)(p36;q31)	 Chronic myeloid leukemia, t(9;22)
7	q	31	t(1;7)(p36;q31)	 Chronic myeloid leukemia, t(9;22)
1	p	36	t(1;7)(p36;q32)	 Refractory anemia with excess blasts-2
7	q	32	t(1;7)(p36;q32)	 Refractory anemia with excess blasts-2
1	p	36	t(1;7)(p36;q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
7	q	34	t(1;7)(p36;q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
1	q	21	t(1;7)(q21;q36)	 Acute megakaryoblastic leukemia (FAB type M7)
7	q	36	t(1;7)(q21;q36)	 Acute megakaryoblastic leukemia (FAB type M7)
1	q	24	t(1;7)(q24;q35)	 Chronic lymphocytic leukemia
7	q	35	t(1;7)(q24;q35)	 Chronic lymphocytic leukemia
1	q	32	t(1;7)(q32;q36)	 Adult T-cell lymphoma/leukemia (HTLV-)
7	q	36	t(1;7)(q32;q36)	 Adult T-cell lymphoma/leukemia (HTLV-)
1	q	42	t(1;7)(q42;q22)	 Leiomyoma
7	q	22	t(1;7)(q42;q22)	 Leiomyoma
1	p	11	t(1;8)(p11;q24)	 Multiple myeloma
8	q	24	t(1;8)(p11;q24)	 Multiple myeloma
1	p	12	t(1;8)(p12;q24)	 Multiple myeloma
8	q	24	t(1;8)(p12;q24)	 Multiple myeloma
1	p	13	t(1;8)(p13;q24)	 Multiple myeloma
8	q	24	t(1;8)(p13;q24)	 Multiple myeloma
1	p	21	t(1;8)(p21;q24)	 Multiple myeloma
8	q	24	t(1;8)(p21;q24)	 Multiple myeloma
1	q	25	t(1;8)(q25;p11)	 Chronic myeloproliferative disorder, NOS
8	p	11	t(1;8)(q25;p11)	 Chronic myeloproliferative disorder, NOS
1	q	32	t(1;8)(q32;q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	24	t(1;8)(q32;q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	13	t(1;8;21)(p13;q22;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
8	q	22	t(1;8;21)(p13;q22;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
21	q	22	t(1;8;21)(p13;q22;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
1	p	36	t(1;8;21)(p36;q22;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
8	q	22	t(1;8;21)(p36;q22;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
21	q	22	t(1;8;21)(p36;q22;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
1	p	11	t(1;9)(p11;q11)	 Anaplastic large cell lymphoma, systemic type
9	q	11	t(1;9)(p11;q11)	 Anaplastic large cell lymphoma, systemic type
1	p	13	t(1;9)(p13;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	13	t(1;9)(p13;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	32	t(1;9)(p32;q34)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9)(p32;q34)	 Chronic myeloid leukemia, aberrant translocation
1	p	34	t(1;9)(p34;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	t(1;9)(p34;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	23	t(1;9)(q23;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	t(1;9)(q23;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	24	t(1;9)(q24;q31)	 Chronic myeloid leukemia, t(9;22)
9	q	31	t(1;9)(q24;q31)	 Chronic myeloid leukemia, t(9;22)
1	q	24	t(1;9)(q24;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	t(1;9)(q24;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	22	t(1;9;22)(p22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(p22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(p22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	p	32	t(1;9;22)(p32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(p32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(p32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	p	34	t(1;9;22)(p34;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(p34;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(p34;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	p	35	t(1;9;22)(p35;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(p35;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(p35;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	p	36	t(1;9;22)(p36;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(p36;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(p36;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	q	21	t(1;9;22)(q21;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(q21;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(q21;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	q	23	t(1;9;22)(q23;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(q23;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(q23;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	q	32	t(1;9;22)(q32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(q32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(q32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	q	42	t(1;9;22)(q42;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(1;9;22)(q42;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(1;9;22)(q42;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
1	p	22	t(1;10)(p22;q24)	 Myxoinflammatory fibroblastic sarcoma
10	q	24	t(1;10)(p22;q24)	 Myxoinflammatory fibroblastic sarcoma
1	q	12	t(1;10)(q12;q26)	 Follicular lymphoma
10	q	26	t(1;10)(q12;q26)	 Follicular lymphoma
1	q	21	t(1;10)(q21;p14)	 Chronic lymphocytic leukemia
10	p	14	t(1;10)(q21;p14)	 Chronic lymphocytic leukemia
1	q	21	t(1;10)(q21;q24)	 Chronic lymphocytic leukemia
10	q	24	t(1;10)(q21;q24)	 Chronic lymphocytic leukemia
1	p	32	t(1;11)(p32;q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	13	t(1;11)(p32;q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	32	t(1;11)(p32;q23)	 Bilineage or biphenotypic leukemia
11	q	23	t(1;11)(p32;q23)	 Bilineage or biphenotypic leukemia
1	p	32	t(1;11)(p32;q23)	 Acute myeloid leukemia, NOS
11	q	23	t(1;11)(p32;q23)	 Acute myeloid leukemia, NOS
1	p	32	t(1;11)(p32;q23)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	23	t(1;11)(p32;q23)	 Acute myeloblastic leukemia without maturation (FAB type M1)
1	p	32	t(1;11)(p32;q23)	 Acute myelomonocytic leukemia (FAB type M4)
11	q	23	t(1;11)(p32;q23)	 Acute myelomonocytic leukemia (FAB type M4)
1	p	32	t(1;11)(p32;q23)	 Acute monoblastic leukemia (FAB type M5)
11	q	23	t(1;11)(p32;q23)	 Acute monoblastic leukemia (FAB type M5)
1	p	32	t(1;11)(p32;q23)	 Acute monoblastic leukemia without differentiation (FAB type M5a)
11	q	23	t(1;11)(p32;q23)	 Acute monoblastic leukemia without differentiation (FAB type M5a)
1	p	32	t(1;11)(p32;q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	23	t(1;11)(p32;q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	34	t(1;11)(p34;p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	11	t(1;11)(p34;p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	36	t(1;11)(p36;q13)	 Chronic myeloid leukemia, t(9;22)
